transaction_id,customer_id,timestamp,amount,currency,category,merchant,description
TXN-002494,CUST-0136,2025-10-31 02:25,3.58,EUR,transport,ATM Milano,ATM Milano - Transport
TXN-001829,CUST-0003,10/05/2025,36.37,EUR,transport,Lime,Lime - Transport
TXN-002445,CUST-0193,02/09/2026,50.25,EUR,sports_bar,Birrificio Lambrate,Birrificio Lambrate - Sports Bar
TXN-002058,CUST-0190,2025-08-12T16:53:11Z,131.32,EUR,entertainment,Teatro alla Scala,Teatro alla Scala - Entertainment
TXN-002068,CUST-0118,12/05/2025,19.52,EUR,streaming,DAZN,DAZN - Streaming
TXN-000138,CUST-0170,2025-11-21 19:32,,EUR,match_tickets,Ticketone,Ticketone - Match Tickets
TXN-001338,CUST-0194,13-Feb-2026,39.77,EUR,sports_merchandise,AC Milan Store,AC Milan Store - Sports Merchandise
TXN-000135,CUST-0074,2025-08-14T22:03:12Z,163.0,EUR,entertainment,Escape Room Milano,Escape Room Milano - Entertainment
TXN-001073,CUST-0086,23-Sep-2025,,EUR,sports_merchandise,Adidas Milan,Adidas Milan - Sports Merchandise
TXN-001433,CUST-0073,2025-11-13T22:39:33Z,15.13,EUR,streaming,Amazon Prime Video,Amazon Prime Video - Streaming
TXN-000726,CUST-0021,2026-01-25T15:35:19Z,52.15,EUR,sports_merchandise,Adidas Milan,Adidas Milan - Sports Merchandise
TXN-002062,CUST-0032,2025-10-15T18:51:18Z,22.19,EUR,transport,Uber,Uber - Transport
TXN-002114,CUST-0079,01-Nov-2025,43.69,EUR,streaming,Sky Sport,Sky Sport - Streaming
TXN-002278,CUST-0107,06-Aug-2025,42.14,EUR,sports_merchandise,AC Milan Store,AC Milan Store - Sports Merchandise
TXN-000789,CUST-0177,10-Oct-2025,72.37,EUR,dining,Poke House,Poke House - Dining
TXN-000627,CUST-0162,2025-11-11T02:45:22Z,19.57,EUR,groceries,Carrefour,Carrefour - Groceries
TXN-002210,CUST-0104,2025-12-13 02:33,38.49,EUR,streaming,Amazon Prime Video,Amazon Prime Video - Streaming
TXN-000286,CUST-0146,11/11/2025,60.97,EUR,transport,Lime,Lime - Transport
TXN-001942,CUST-0026,2025-08-28T02:12:06Z,18.2,EUR,sports_bar,Old English Pub,Old English Pub - Sports Bar
TXN-000575,CUST-0070,09-Aug-2025,48.65,EUR,streaming,DAZN,DAZN - Streaming
TXN-000793,CUST-0118,08/08/2025,111.54,eur,match_tickets,San Siro Box Office,San Siro Box Office - Match Tickets
TXN-000148,CUST-0187,2025-09-27 23:46,,EUR,dining,McDonald's,McDonald's - Dining
TXN-000152,CUST-0177,11/09/2025,20.54,EUR,streaming,Sky Sport,Sky Sport - Streaming
TXN-000380,CUST-0125,08/27/2025,9.83,EUR,streaming,Paramount+,Paramount+ - Streaming
TXN-001762,CUST-0142,02-Dec-2025,68.21,EUR,sports_bar,Bar Sport Milano,Bar Sport Milano - Sports Bar
TXN-000618,CUST-0112,2025-09-07 01:05,74.79,USD,sports_merchandise,AC Milan Store,AC Milan Store - Sports Merchandise
TXN-001383,CUST-0169,2025-09-12 21:35,24.64,EUR,entertainment,Teatro alla Scala,Teatro alla Scala - Entertainment
TXN-001388,CUST-0029,2025-08-02 15:03,77.02,EUR,sports_bar,Old English Pub,Old English Pub - Sports Bar
TXN-002236,CUST-0099,2025-12-04T14:01:40Z,,EUR,match_tickets,Ticketone,Ticketone - Match Tickets
TXN-002117,CUST-0146,12-Feb-2026,112.77,EUR,match_tickets,Viagogo,Viagogo - Match Tickets
TXN-000075,CUST-0042,2025-12-12T15:37:11Z,104.86,EUR,sports_merchandise,Nike Football Store,Nike Football Store - Sports Merchandise
TXN-001828,CUST-0093,02/05/2026,57.59,EUR,sports_bar,The Red & Black Pub,The Red & Black Pub - Sports Bar
TXN-000919,CUST-0164,2025-10-03 00:40,109.61,EUR,sports_merchandise,AC Milan Store,AC Milan Store - Sports Merchandise
TXN-002338,CUST-0124,05-Nov-2025,-125.28,€,sports_merchandise,Nike Football Store,Nike Football Store - Sports Merchandise
TXN-002238,CUST-0112,2025-08-13 12:03,,EUR,dining,Poke House,Poke House - Dining
TXN-002265,CUST-0160,12/03/2025,105.83,EUR,retail,Zara,Zara - Retail
TXN-000040,CUST-0069,2025-09-12 06:23,138.04,EUR,retail,MediaWorld,MediaWorld - Retail
TXN-000536,CUST-0107,08-Dec-2025,29.89,eur,retail,IKEA Milano,IKEA Milano - Retail
TXN-002462,CUST-0091,09/25/2025,27.81,eur,dining,Spontini,Spontini - Dining
TXN-001097,CUST-0185,10/27/2025,318.26,EUR,match_tickets,San Siro Box Office,San Siro Box Office - Match Tickets
TXN-000715,CUST-0147,2025-09-24 15:45,,EUR,entertainment,Cinema Arcadia,Cinema Arcadia - Entertainment
TXN-000766,CUST-0036,2025-10-12 02:53,,EUR,match_tickets,StubHub Italia,StubHub Italia - Match Tickets
TXN-001327,CUST-0031,14-Dec-2025,120.14,EUR,sports_merchandise,Adidas Milan,Adidas Milan - Sports Merchandise
TXN-000356,CUST-0004,09/02/2025,239.23,EUR,sports_merchandise,Nike Football Store,Nike Football Store - Sports Merchandise
TXN-001845,CUST-0198,2026-02-12 02:32,130.63,EUR,sports_bar,Birrificio Lambrate,Birrificio Lambrate - Sports Bar
TXN-001888,CUST-0176,2025-12-13 00:06,301.53,EUR,match_tickets,San Siro Box Office,San Siro Box Office - Match Tickets
TXN-001805,CUST-0197,2025-12-10T03:21:29Z,41.72,EUR,transport,Lime,Lime - Transport
TXN-000774,CUST-0078,10/08/2025,26.2,EUR,streaming,Amazon Prime Video,Amazon Prime Video - Streaming
TXN-000076,CUST-0017,06-Feb-2026,187.6,EUR,sports_bar,Birrificio Lambrate,Birrificio Lambrate - Sports Bar
TXN-000266,CUST-0184,03-Jan-2026,128.88,EUR,sports_bar ,Bar Sport Milano,Bar Sport Milano - Sports Bar
TXN-002272,CUST-0023,01/23/2026,37.75,EUR,streaming,Paramount+,Paramount+ - Streaming
TXN-002451,CUST-0039,2025-11-30T01:14:23Z,18.32,EUR,streaming,Paramount+,Paramount+ - Streaming
TXN-000450,CUST-0067,2025-09-19 15:28,49.23,EUR,sports_bar,Bar Sport Milano,Bar Sport Milano - Sports Bar
TXN-001704,CUST-0109,30-Sep-2025,38.27,EUR,streaming,DAZN,DAZN - Streaming
TXN-001721,CUST-0062,10-Nov-2025,256.62,EUR,sports_merchandise,Adidas Milan,Adidas Milan - Sports Merchandise
TXN-002171,CUST-0031,2025-12-26 05:36,44.64,eur,match_tickets,Ticketone,Ticketone - Match Tickets
TXN-001706,CUST-0178,2025-10-17 08:44,128.18,EUR,sports_merchandise,Adidas Milan,Adidas Milan - Sports Merchandise
TXN-001341,CUST-0033,08/14/2025,31.36,EUR, streaming,DAZN,DAZN - Streaming
TXN-000067,CUST-0062,2025-10-20 07:18,20.27,EUR,streaming,Amazon Prime Video,Amazon Prime Video - Streaming
TXN-000728,CUST-0096,2025-12-19 20:12,66.64,EUR,dining,Pizzeria da Michele,Pizzeria da Michele - Dining
TXN-001252,CUST-0151,05-Sep-2025,83.54,EUR,dining,Pizzeria da Michele,Pizzeria da Michele - Dining
TXN-001590,CUST-0179,2025-08-15 15:49,26.07,EUR,transport,ATM Milano,ATM Milano - Transport
TXN-000429,CUST-0186,2026-02-02 04:40,72.37,EUR,sports_merchandise,Inter Store Milano,Inter Store Milano - Sports Merchandise
TXN-001911,CUST-0106,21-Aug-2025,280.48,EUR,match_tickets,San Siro Box Office,San Siro Box Office - Match Tickets
TXN-002230,CUST-0068,11/29/2025,41.69,EUR,transport,Enjoy Car Sharing,Enjoy Car Sharing - Transport
TXN-000257,CUST-0054,01/06/2026,,EUR,streaming,Paramount+,Paramount+ - Streaming
TXN-000019,CUST-0150,09/14/2025,119.02,EUR,sports_merchandise,Nike Football Store,Nike Football Store - Sports Merchandise
TXN-001335,CUST-0109,2025-08-02 09:29,34.62,EUR,retail,Feltrinelli,Feltrinelli - Retail
TXN-002349,CUST-0070,2026-02-11T02:14:00Z,,EUR,sports_bar,The Red & Black Pub,The Red & Black Pub - Sports Bar
TXN-000031,CUST-0097,2025-08-29 00:12,11.82,€,retail,MediaWorld,MediaWorld - Retail
TXN-001541,CUST-0176,2025-10-18 08:20,,EUR,sports_merchandise,AC Milan Store,AC Milan Store - Sports Merchandise
TXN-001290,CUST-0095,13-Sep-2025,100.48,EUR,sports_merchandise,Nike Football Store,Nike Football Store - Sports Merchandise
TXN-000564,CUST-0135,02/11/2026,,EUR,sports_bar,The Red & Black Pub,The Red & Black Pub - Sports Bar
TXN-001952,CUST-0032,12/31/2025,98.81,EUR,sports_merchandise,Inter Store Milano,Inter Store Milano - Sports Merchandise
TXN-000478,CUST-0173,2025-09-11T08:19:17Z,,EUR,sports_merchandise,Adidas Milan,Adidas Milan - Sports Merchandise
TXN-001321,CUST-0155,2026-01-16T17:03:49Z,221.82,EUR,sports_merchandise,Nike Football Store,Nike Football Store - Sports Merchandise
TXN-000065,CUST-0079,01/08/2026,,EUR,sports_bar,Birrificio Lambrate,Birrificio Lambrate - Sports Bar
TXN-000100,CUST-0044,2025-11-12T05:34:52Z,46.82,EUR,transport,Uber,Uber - Transport
TXN-001372,CUST-0185,2025-09-11T15:01:00Z,146.38,EUR,entertainment,Escape Room Milano,Escape Room Milano - Entertainment
TXN-001089,CUST-0144,2026-01-14T17:26:34Z,89.8,EUR,sports_merchandise,Nike Football Store,Nike Football Store - Sports Merchandise
TXN-002233,CUST-0144,30-Oct-2025,219.94,EUR,sports_merchandise,Adidas Milan,Adidas Milan - Sports Merchandise
TXN-001914,CUST-0046,2025-09-02T01:57:56Z,20.05,EUR,streaming,Paramount+,Paramount+ - Streaming
TXN-001842,CUST-0056,2025-12-20 22:18,18.93,EUR,streaming,Paramount+,Paramount+ - Streaming
TXN-001473,CUST-0135,2025-10-19 06:06,141.09,eur,sports_merchandise,Nike Football Store,Nike Football Store - Sports Merchandise
TXN-002260,CUST-0165,2025-08-18T10:27:47Z,70.91,EUR,retail,H&M,H&M - Retail
TXN-002420,CUST-0134,2026-01-27 22:44,105.92,EUR,sports_bar,The Red & Black Pub,The Red & Black Pub - Sports Bar
TXN-001214,CUST-0131,09-Nov-2025,31.23,EUR,transport,Trenitalia,Trenitalia - Transport
TXN-000962,CUST-0158,2025-12-24T18:17:14Z,,EUR,sports_merchandise,Adidas Milan,Adidas Milan - Sports Merchandise
TXN-002261,CUST-0026,2025-08-06 13:30,203.11,EUR,sports_bar,Birrificio Lambrate,Birrificio Lambrate - Sports Bar
TXN-002352,CUST-0069,2025-11-15T17:27:04Z,59.3,EUR,sports_bar,Birrificio Lambrate,Birrificio Lambrate - Sports Bar
TXN-001075,CUST-0109,2025-11-13T16:26:47Z,58.28,EUR,sports_bar,Bar Sport Milano,Bar Sport Milano - Sports Bar
TXN-001040,CUST-0128,2025-12-12T23:41:57Z,130.54,EUR,sports_merchandise,Inter Store Milano,Inter Store Milano - Sports Merchandise
TXN-001030,CUST-0056,2026-02-02T15:24:42Z,27.56,EUR,dining,Ristorante Cracco,Ristorante Cracco - Dining
TXN-002011,CUST-0119,2025-09-03T02:46:18Z,40.62,EUR,groceries,Lidl Italia,Lidl Italia - Groceries
TXN-001223,CUST-0183,04-Jan-2026,28.34,EUR,transport,Enjoy Car Sharing,Enjoy Car Sharing - Transport
TXN-000507,CUST-0176,2025-10-10T03:34:19Z,70.21,EUR,match_tickets,Viagogo,Viagogo - Match Tickets
TXN-000438,CUST-0135,12/24/2025,115.4,EUR,sports_merchandise,Inter Store Milano,Inter Store Milano - Sports Merchandise
TXN-002461,CUST-0144,2025-11-08T13:30:50Z,160.22,EUR,entertainment,Bowling Bicocca,Bowling Bicocca - Entertainment
TXN-000306,CUST-0171,08/15/2025,69.79,EUR,groceries,Esselunga,Esselunga - Groceries
TXN-000561,CUST-0157,2025-12-11 07:39,103.94,EUR,sports_bar,Bar Sport Milano,Bar Sport Milano - Sports Bar
TXN-001153,CUST-0017,2025-12-02 11:13,120.11,EUR,sports_merchandise,Adidas Milan,Adidas Milan - Sports Merchandise
TXN-000659,CUST-0048,07-Feb-2026,165.96,EUR,match_tickets,San Siro Box Office,San Siro Box Office - Match Tickets
TXN-001144,CUST-0109,29-Aug-2025,380.67,EUR, match_tickets,StubHub Italia,StubHub Italia - Match Tickets
TXN-002235,CUST-0068,2026-02-12 03:14,146.62,EUR,retail,Feltrinelli,Feltrinelli - Retail
TXN-002031,CUST-0064,10/28/2025,22.79,EUR,streaming ,Paramount+,Paramount+ - Streaming
TXN-002037,CUST-0119,20-Aug-2025,85.47,€,sports_bar,Old English Pub,Old English Pub - Sports Bar
TXN-000451,CUST-0038,2026-01-17T08:59:12Z,17.58,EUR,streaming,DAZN,DAZN - Streaming
TXN-001096,CUST-0164,2025-11-09T11:10:58Z,117.98,EUR,entertainment,Teatro alla Scala,Teatro alla Scala - Entertainment
TXN-002045,CUST-0107,11-Feb-2026,20.71,EUR,groceries,Coop,Coop - Groceries
TXN-002254,CUST-0169,08/19/2025,114.06,EUR,sports_merchandise,Inter Store Milano,Inter Store Milano - Sports Merchandise
TXN-001626,CUST-0008,2026-01-09T06:41:43Z,78.96,USD,entertainment,Cinema Arcadia,Cinema Arcadia - Entertainment
TXN-000852,CUST-0125,17-Jan-2026,31.49,EUR,sports_merchandise,Nike Football Store,Nike Football Store - Sports Merchandise
TXN-001035,CUST-0071,12/05/2025,,EUR,entertainment,Cinema Arcadia,Cinema Arcadia - Entertainment
TXN-001137,CUST-0010,2025-09-24T01:26:23Z,279.79,EUR,match_tickets,Viagogo,Viagogo - Match Tickets
TXN-001986,CUST-0055,2025-11-04T13:10:42Z,145.8,EUR,entertainment,Bowling Bicocca,Bowling Bicocca - Entertainment
TXN-000888,CUST-0080,2025-08-24T06:11:13Z,78.88,EUR,sports_bar,Birrificio Lambrate,Birrificio Lambrate - Sports Bar
TXN-002010,CUST-0084,2025-08-13 06:13,170.87,EUR,match_tickets,San Siro Box Office,San Siro Box Office - Match Tickets
TXN-001566,CUST-0050,2025-10-30T14:13:04Z,139.98,EUR,match_tickets,San Siro Box Office,San Siro Box Office - Match Tickets
TXN-000199,CUST-0019,2026-01-16 15:29,188.03,EUR, sports_bar,Birrificio Lambrate,Birrificio Lambrate - Sports Bar
TXN-001694,CUST-0186,2026-01-20 16:58,34.71,EUR,streaming,Sky Sport,Sky Sport - Streaming
TXN-001082,CUST-0042,08/09/2025,375.52,EUR,match_tickets,StubHub Italia,StubHub Italia - Match Tickets
TXN-001831,CUST-0031,03-Nov-2025,103.84,EUR,groceries,Pam Supermarket,Pam Supermarket - Groceries
TXN-001565,CUST-0018,08/08/2025,24.02,EUR,streaming ,Amazon Prime Video,Amazon Prime Video - Streaming
TXN-000781,CUST-0094,2025-10-19 23:16,20.9,EUR,streaming,Sky Sport,Sky Sport - Streaming
TXN-001431,CUST-0188,01/05/2026,351.29,EUR,match_tickets,Ticketone,Ticketone - Match Tickets
TXN-000871,CUST-0137,17-Jan-2026,195.5,EUR,match_tickets,Viagogo,Viagogo - Match Tickets
TXN-001995,CUST-0153,19-Oct-2025,,EUR,sports_merchandise,Nike Football Store,Nike Football Store - Sports Merchandise
TXN-001916,CUST-0099,2025-12-12T01:20:45Z,108.66,EUR,match_tickets,San Siro Box Office,San Siro Box Office - Match Tickets
TXN-001702,CUST-0142,2025-12-07 05:25,128.4,EUR,sports_merchandise,Adidas Milan,Adidas Milan - Sports Merchandise
TXN-000998,CUST-0186,09/01/2025,,EUR,match_tickets,Viagogo,Viagogo - Match Tickets
TXN-001767,CUST-0070,2025-10-08 05:40,83.72,EUR,match_tickets,Ticketone,Ticketone - Match Tickets
TXN-001417,CUST-0097,2026-02-04T05:55:12Z,,EUR,sports_merchandise,Adidas Milan,Adidas Milan - Sports Merchandise
TXN-001528,CUST-0182,29-Nov-2025,,EUR,sports_bar,The Red & Black Pub,The Red & Black Pub - Sports Bar
TXN-001910,CUST-0125,10/27/2025,85.76,EUR,sports_bar,Old English Pub,Old English Pub - Sports Bar
TXN-002027,CUST-0169,09-Oct-2025,107.87,EUR,groceries,Pam Supermarket,Pam Supermarket - Groceries
TXN-001640,CUST-0183,2025-08-23T19:41:21Z,86.17,EUR,sports_merchandise,Inter Store Milano,Inter Store Milano - Sports Merchandise
TXN-001946,CUST-0059,12/27/2025,41.8,EUR,sports_bar,Bar Sport Milano,Bar Sport Milano - Sports Bar
TXN-000311,CUST-0024,01/01/2026,89.72,EUR,sports_bar,Old English Pub,Old English Pub - Sports Bar
TXN-001165,CUST-0131,02-Jan-2026,464.02,€,match_tickets,San Siro Box Office,San Siro Box Office - Match Tickets
TXN-001698,CUST-0106,20-Oct-2025,6.9,EUR,groceries,Esselunga,Esselunga - Groceries
TXN-000797,CUST-0182,2025-09-17T08:55:15Z,30.52,USD,streaming,DAZN,DAZN - Streaming
TXN-000686,CUST-0061,10/16/2025,77.32,eur,retail,Zara,Zara - Retail
TXN-001539,CUST-0107,2025-10-28 12:40,269.91,EUR,match_tickets,Ticketone,Ticketone - Match Tickets
TXN-002345,CUST-0011,12-Feb-2026,,EUR,sports_merchandise,AC Milan Store,AC Milan Store - Sports Merchandise
TXN-001381,CUST-0068,31-Jan-2026,125.33,EUR,sports_bar,Birrificio Lambrate,Birrificio Lambrate - Sports Bar
TXN-000263,CUST-0111,02-Aug-2025,31.37,EUR,dining,Ristorante Cracco,Ristorante Cracco - Dining
TXN-000889,CUST-0038,18-Jan-2026,71.39,EUR,sports_merchandise,AC Milan Store,AC Milan Store - Sports Merchandise
TXN-000011,CUST-0152,2025-08-14T21:58:40Z,167.79,EUR,sports_merchandise,Inter Store Milano,Inter Store Milano - Sports Merchandise
TXN-000109,CUST-0052,26-Oct-2025,65.83,USD,entertainment,Cinema Arcadia,Cinema Arcadia - Entertainment
TXN-002302,CUST-0035,01/12/2026,51.72,EUR,groceries,Pam Supermarket,Pam Supermarket - Groceries
TXN-001313,CUST-0143,2025-12-26 03:36,127.27,EUR,retail,MediaWorld,MediaWorld - Retail
TXN-001296,CUST-0143,17-Dec-2025,24.3,EUR,streaming,DAZN,DAZN - Streaming
TXN-002154,CUST-0063,09/20/2025,36.11,EUR,sports_bar,Birrificio Lambrate,Birrificio Lambrate - Sports Bar
TXN-002435,CUST-0184,2025-12-06T03:38:47Z,26.91,EUR,streaming,DAZN,DAZN - Streaming
TXN-001873,CUST-0146,2025-12-27T10:16:27Z,194.19,EUR,entertainment,Teatro alla Scala,Teatro alla Scala - Entertainment
TXN-000836,CUST-0012,12/03/2025,24.16,EUR,streaming,Sky Sport,Sky Sport - Streaming
TXN-000592,CUST-0032,2025-10-16 22:27,,EUR,match_tickets,StubHub Italia,StubHub Italia - Match Tickets
TXN-000419,CUST-0185,2026-01-05T09:57:15Z,28.83,EUR,streaming,Sky Sport,Sky Sport - Streaming
TXN-001598,CUST-0138,2025-11-16 22:04,27.59,EUR,transport,ATM Milano,ATM Milano - Transport
TXN-000437,CUST-0141,09-Sep-2025,17.8,EUR,streaming,DAZN,DAZN - Streaming
